dataset	architecture	distractor_name	cap_len	token_pos	chebyshev	cosine
mscoco	par	max	8	7	4.520567	0.00946633399422489
mscoco	par	max	8	8	3.860081	0.0040508734290279555
mscoco	par	max	9	0	4.3233085	0.008628031408413318
mscoco	par	max	9	1	5.3885865	0.017983783156880095
mscoco	par	max	9	2	4.5027885	0.009950192249692654
mscoco	par	max	9	3	4.524667	0.010436805399539516
mscoco	par	max	9	4	4.31308	0.007225777900141901
mscoco	par	max	9	5	4.307963	0.007429791024405823
mscoco	par	max	9	6	4.070451	0.004817981200690058
mscoco	par	max	9	7	4.405853	0.006537125752020807
mscoco	par	max	9	8	4.756456	0.009421380700785268
mscoco	par	max	9	9	4.07248	0.004308135280675523
mscoco	par	max	10	0	4.3452363	0.009089578713011833
mscoco	par	max	10	1	5.390729	0.01858105937996939
mscoco	par	max	10	2	4.5548987	0.010615381640555463
mscoco	par	max	10	3	4.530229	0.011347769696231984
mscoco	par	max	10	4	4.4900675	0.00898234437151653
